epoch,stage,total,bce,nc,q,csr_alpha,p3_context,p3_current,p3_fine,p4_context,p4_current,p4_fine
94,C3_anneal,0.130669,0.078656,0.065335,1.000000,0.955282,0.318610,0.388778,0.292612,0.440890,0.326553,0.232557
95,C3_anneal,0.131749,0.082273,0.065874,1.000000,0.967757,0.320401,0.388869,0.290730,0.443521,0.324869,0.231610
96,C3_anneal,0.131387,0.081972,0.065694,1.000000,0.978273,0.319369,0.389323,0.291308,0.445964,0.324531,0.229505
97,C3_anneal,0.124334,0.080689,0.062167,1.000000,0.986765,0.319107,0.389789,0.291104,0.445186,0.324862,0.229952
98,C3_anneal,0.123032,0.078444,0.061516,1.000000,0.993181,0.319250,0.388778,0.291972,0.441936,0.327693,0.230371
99,C3_anneal,0.126735,0.080810,0.063368,1.000000,0.997481,0.319753,0.387627,0.292620,0.442196,0.327620,0.230184
100,C3_anneal,0.123759,0.079636,0.061880,1.000000,0.999639,0.319708,0.387399,0.292893,0.442649,0.328710,0.228641
101,C3_anneal,0.125873,0.080676,0.062937,1.000000,1.000000,0.320204,0.387293,0.292504,0.441844,0.327952,0.230203
102,C3_anneal,0.123478,0.078895,0.061739,1.000000,1.000000,0.320803,0.387103,0.292094,0.441448,0.327999,0.230553
103,C3_anneal,0.122139,0.077100,0.061069,1.000000,1.000000,0.319882,0.386917,0.293201,0.438751,0.329443,0.231806
104,C3_anneal,0.124071,0.080241,0.062035,1.000000,1.000000,0.319209,0.386369,0.294422,0.439481,0.328917,0.231602
105,C3_anneal,0.121175,0.077065,0.060587,1.000000,1.000000,0.320641,0.385269,0.294090,0.439248,0.327655,0.233098
106,C3_anneal,0.120214,0.076276,0.060107,1.000000,1.000000,0.320642,0.385180,0.294178,0.438936,0.328248,0.232816
107,C3_anneal,0.122881,0.081540,0.061441,1.000000,1.000000,0.320457,0.385385,0.294158,0.438387,0.329157,0.232457
108,C3_anneal,0.115733,0.077681,0.057867,1.000000,1.000000,0.321685,0.383308,0.295006,0.435712,0.329260,0.235029
109,C3_anneal,0.114993,0.076206,0.057496,1.000000,1.000000,0.322559,0.382993,0.294448,0.433762,0.330440,0.235799
110,C3_anneal,0.120324,0.075484,0.060162,1.000000,1.000000,0.322279,0.382656,0.295065,0.434798,0.331625,0.233576
111,C3_anneal,0.111866,0.074678,0.055933,1.000000,1.000000,0.324959,0.381885,0.293156,0.429730,0.332341,0.237929
